Customer ID,frequency,recency,T,monetary_value,clv
12553.0,1.0,38.0,58.0,378.48,1138.0604665002318
12557.0,3.0,351.0,357.0,1590.8466666666666,2291.0007717544872
12562.0,1.0,50.0,70.0,759.1800000000001,1524.5234324005514
12567.0,6.0,299.0,301.0,631.0500000000001,1991.4078886590664
12573.0,3.0,84.0,100.0,134.95000000000002,871.0432660064346
12575.0,1.0,69.0,161.0,281.02,583.4419881575662
12576.0,2.0,134.0,161.0,226.07,738.3366845276544
12577.0,2.0,355.0,371.0,392.7,564.9544175850549
12578.0,1.0,58.0,78.0,836.08,1550.4876397147707
12582.0,1.0,155.0,212.0,631.9300000000001,757.9274850906044
12583.0,12.0,360.0,368.0,529.0516666666666,2623.2628057865736
12586.0,2.0,349.0,358.0,721.69,877.9814034996053
12588.0,1.0,198.0,232.0,414.98,586.9814863338934
12589.0,2.0,268.0,324.0,1666.74,1852.2494203045126
12591.0,1.0,18.0,43.0,201.15,987.7282360116446
12594.0,4.0,268.0,281.0,399.4375,1058.7827751916398
12598.0,2.0,185.0,283.0,440.81,726.0795130604406
12599.0,5.0,196.0,212.0,152.932,759.9888305966425
12600.0,11.0,361.0,367.0,196.2709090909091,1025.509515109323
12605.0,3.0,82.0,93.0,325.32,1469.9820099887775
12609.0,5.0,345.0,354.0,395.68199999999996,1034.8316776916774
12613.0,4.0,337.0,360.0,534.97,1108.1129645537897
12615.0,2.0,218.0,266.0,1147.155,1558.0862035968155
12621.0,15.0,303.0,303.0,720.7800000000001,4966.59873704229
12623.0,5.0,280.0,331.0,372.604,1033.437006815593
12625.0,1.0,87.0,231.0,1511.37,1124.532829881768
12629.0,1.0,38.0,58.0,853.86,1752.524982638889
12631.0,3.0,237.0,328.0,700.9633333333333,1189.2124093748141
12632.0,1.0,44.0,199.0,410.56,512.293357910452
12633.0,2.0,143.0,160.0,648.895,1401.4506679225644
12634.0,1.0,13.0,183.0,130.0,320.89806758835454
12635.0,1.0,64.0,91.0,509.9,1091.1094663539084
12637.0,3.0,165.0,178.0,540.19,1490.6861129901479
12639.0,1.0,193.0,262.0,572.69,620.9087251018788
12643.0,5.0,226.0,246.0,558.516,1787.99929362988
12644.0,2.0,264.0,329.0,384.32500000000005,605.5592106625402
12645.0,3.0,259.0,303.0,463.49,924.8726406081878
12647.0,22.0,328.0,330.0,582.6418181818182,5418.008354903907
12648.0,2.0,264.0,336.0,294.09999999999997,510.72019602070696
12649.0,4.0,314.0,331.0,341.21,834.7190291675365
12651.0,2.0,87.0,100.0,82.375,666.7738413400537
12656.0,2.0,137.0,197.0,705.8299999999999,1295.218731864775
12662.0,9.0,244.0,252.0,295.76444444444445,1622.8388808873613
12663.0,1.0,44.0,303.0,85.65,184.65273748682114
12664.0,1.0,212.0,361.0,639.08,496.82444378066407
12665.0,1.0,252.0,304.0,81.8,307.47121250234954
12668.0,5.0,299.0,312.0,1176.358,2926.7025613006076
12670.0,1.0,281.0,301.0,538.64,559.4580121480906
12675.0,1.0,25.0,213.0,12.75,236.17386306437177
12676.0,2.0,75.0,118.0,473.835,1320.550746794705
12677.0,1.0,111.0,301.0,204.4,314.50723734533074
12678.0,8.0,326.0,336.0,1815.3025,6302.26035081814
12681.0,23.0,359.0,361.0,698.5304347826087,6288.497125354931
12682.0,22.0,373.0,373.0,514.5177272727273,4381.372432234548
12683.0,6.0,361.0,361.0,660.3183333333333,1809.6583101918475
12693.0,2.0,126.0,157.0,133.88,603.739634824429
12695.0,2.0,137.0,300.0,165.68,399.7694912494484
12696.0,1.0,74.0,143.0,534.76,854.0339453258327
12701.0,3.0,104.0,268.0,367.1266666666667,777.4884066278399
12703.0,2.0,51.0,319.0,82.725,212.68129668077515
12705.0,3.0,150.0,168.0,1116.3133333333333,2798.884024727665
12708.0,8.0,353.0,356.0,299.465,1163.9063828771207
12709.0,14.0,364.0,365.0,1406.8042857142857,7732.3509743224995
12711.0,1.0,65.0,311.0,789.75,452.9466716758797
12712.0,9.0,365.0,365.0,273.7477777777778,1160.5940321445037
12714.0,6.0,347.0,370.0,1450.3666666666668,3656.3037701222775
12720.0,4.0,137.0,141.0,386.6125,1607.7573293634237
12721.0,1.0,86.0,106.0,605.4,1120.6665810170794
12724.0,2.0,152.0,170.0,357.355,913.6490658674915
12725.0,3.0,213.0,219.0,419.27,1083.588226721709
12726.0,3.0,237.0,259.0,341.38000000000005,836.6857053758409
12727.0,2.0,212.0,289.0,469.75500000000005,751.7135588092392
12731.0,4.0,205.0,282.0,1313.35,2861.2737928060596
12733.0,2.0,300.0,324.0,455.35,685.9693661112024
12734.0,1.0,18.0,27.0,398.90000000000003,1439.4599987957815
12739.0,1.0,9.0,29.0,268.0,1195.130742382482
12741.0,1.0,4.0,168.0,170.0,350.48134634116633
12744.0,1.0,132.0,226.0,2784.82,2036.34343214654
12745.0,2.0,196.0,317.0,361.925,588.0826261509287
12747.0,15.0,363.0,367.0,313.32533333333333,1977.344415295119
12748.0,95.0,370.0,370.0,238.51326315789473,8438.764720202884
12749.0,2.0,122.0,156.0,986.79,1946.9718932006995
12755.0,8.0,328.0,328.0,651.9699999999999,2443.4828505022574
12758.0,4.0,279.0,373.0,1164.2425,2083.1740141556597
12759.0,4.0,349.0,370.0,745.26,1430.8642215070995
12761.0,1.0,7.0,99.0,25.0,470.47858791191834
12765.0,5.0,169.0,276.0,251.516,855.5100159044589
12766.0,2.0,41.0,42.0,1102.145,3744.4927929552823
12775.0,1.0,21.0,44.0,127.96,882.0823231835989
12778.0,2.0,206.0,237.0,287.425,651.963284788708
12779.0,6.0,365.0,371.0,394.84833333333336,1139.4236200908788
12782.0,5.0,145.0,154.0,399.84399999999994,1830.3779193823016
12785.0,1.0,196.0,366.0,421.55,388.9031475393556
12788.0,3.0,65.0,163.0,94.60000000000001,552.939286531737
12789.0,1.0,181.0,328.0,92.25,275.30698409713375
12791.0,4.0,251.0,259.0,179.2075,651.3761590389928
12793.0,1.0,30.0,36.0,131.8,954.1887792162205
12797.0,1.0,59.0,59.0,254.03,989.6415218258281
12800.0,1.0,206.0,311.0,180.92,342.05848918093517
12802.0,5.0,121.0,198.0,242.91799999999998,1053.45445071076
12804.0,1.0,35.0,135.0,147.09,509.752715617781
12805.0,3.0,293.0,309.0,389.48333333333335,807.6183327969904
12806.0,3.0,153.0,223.0,508.15333333333336,1215.3882051075202
12808.0,2.0,94.0,97.0,116.4,747.402383812708
12809.0,1.0,82.0,282.0,632.95,496.46419179732703
12810.0,1.0,142.0,311.0,375.33,404.52197527549095
12811.0,1.0,49.0,62.0,236.1,939.3139198614859
12813.0,2.0,192.0,328.0,721.8,903.770963989735
12817.0,1.0,35.0,69.0,329.34000000000003,992.5260529381419
12820.0,6.0,337.0,369.0,266.48,835.6517326476167
12823.0,9.0,285.0,314.0,480.6111111111111,2111.14776891389
12825.0,1.0,120.0,276.0,303.8,404.14643073576894
12826.0,5.0,356.0,356.0,204.566,633.7756684849236
12835.0,36.0,309.0,371.0,159.95055555555555,2120.599464177845
12836.0,9.0,349.0,373.0,394.3211111111111,1556.8014388268823
12838.0,8.0,219.0,227.0,310.9125,1658.3740684823736
12839.0,12.0,365.0,367.0,344.52583333333337,1779.5841794095286
12840.0,2.0,237.0,309.0,582.6,830.2084571560889
12841.0,16.0,150.0,154.0,198.326875,2514.508798061817
12842.0,1.0,333.0,372.0,401.8,412.5376568068631
12843.0,19.0,344.0,361.0,253.12157894736845,2025.5998481259312
12844.0,1.0,151.0,228.0,199.61,440.42281819943315
12849.0,3.0,210.0,226.0,522.4599999999999,1246.2485465484524
12853.0,3.0,245.0,307.0,512.4666666666667,984.0195274195407
12854.0,3.0,167.0,363.0,381.39333333333326,648.6360706996121
12855.0,2.0,30.0,37.0,114.76,1044.111715147168
12857.0,3.0,247.0,318.0,792.3333333333334,1351.3967293182168
12862.0,1.0,70.0,130.0,497.64,875.2956825277832
12863.0,4.0,210.0,224.0,409.75,1262.83810103851
12865.0,1.0,98.0,111.0,712.09,1207.7048265769592
12866.0,1.0,28.0,137.0,325.4,625.0912238723969
12867.0,5.0,326.0,358.0,716.1659999999999,1685.7960794602106
12868.0,2.0,19.0,27.0,169.47500000000002,1286.6218640772963
12870.0,2.0,249.0,259.0,733.825,1126.0106387506812
12872.0,10.0,371.0,371.0,267.83000000000004,1221.8550297624363
12873.0,1.0,284.0,316.0,1160.9,859.1372468811984
12874.0,1.0,169.0,189.0,459.15999999999997,707.0993959631186
12875.0,2.0,226.0,332.0,354.24,566.011536689659
12876.0,1.0,196.0,225.0,978.23,969.4228817822836
12877.0,7.0,289.0,325.0,159.98714285714286,701.931252376523
12880.0,1.0,193.0,209.0,302.95,556.6794830532941
12889.0,3.0,121.0,137.0,95.35000000000001,644.3412112472868
12891.0,7.0,201.0,294.0,69.78571428571429,452.0614088482023
12897.0,1.0,162.0,178.0,193.60000000000002,532.091856977723
12898.0,1.0,196.0,294.0,152.64000000000001,342.4408248698129
12905.0,1.0,106.0,317.0,424.76,381.3662132625954
12907.0,1.0,99.0,129.0,180.48000000000002,620.7115460453516
12908.0,2.0,250.0,265.0,354.0,680.2264036717536
12909.0,2.0,229.0,288.0,320.205,600.3056078947911
12910.0,3.0,242.0,256.0,567.84,1220.207337070347
12913.0,8.0,370.0,373.0,459.90875,1620.4760010094344
12915.0,2.0,217.0,224.0,302.4,698.983624835463
12916.0,2.0,242.0,319.0,634.27,860.4135082739374
12917.0,3.0,330.0,365.0,737.4333333333334,1156.065772344763
12920.0,1.0,154.0,360.0,184.96,274.6465665306072
12921.0,28.0,372.0,373.0,681.1767857142858,7209.646331354708
12923.0,1.0,185.0,210.0,186.7,472.7263945276456
12924.0,6.0,337.0,365.0,221.025,733.5251668259909
12926.0,3.0,314.0,360.0,385.9333333333334,713.4483493763921
12928.0,5.0,171.0,184.0,351.48,1484.65626900904
12931.0,30.0,358.0,373.0,1637.7126666666666,18235.224448670175
12932.0,6.0,128.0,302.0,212.3066666666667,667.0971470199864
12933.0,3.0,349.0,364.0,307.90333333333336,609.6928402672241
12935.0,6.0,232.0,242.0,267.4166666666667,1140.9942711007886
12937.0,4.0,273.0,371.0,355.82,779.7054330135576
12939.0,9.0,317.0,331.0,1465.3333333333333,5764.8857101669255
12943.0,1.0,47.0,240.0,180.64999999999998,310.26131678679906
12948.0,1.0,7.0,372.0,124.0,79.51830145778212
12949.0,10.0,354.0,371.0,956.4780000000001,3864.0359398771348
12951.0,8.0,312.0,333.0,247.66875000000002,1047.8715936403044
12956.0,2.0,40.0,359.0,180.41,190.94931273911396
12957.0,3.0,187.0,363.0,1193.8266666666666,1651.32916581098
12958.0,1.0,183.0,218.0,372.6,582.8317595723928
12960.0,3.0,248.0,296.0,302.8,700.5689773088778
12963.0,4.0,154.0,154.0,257.22,1143.1091071927376
12967.0,1.0,12.0,18.0,1368.4,3206.3754099156545
12970.0,2.0,355.0,370.0,406.04499999999996,577.9272695318533
12971.0,30.0,358.0,359.0,157.381,1978.0917402797097
12972.0,3.0,248.0,296.0,230.56333333333336,592.9239839753939
12975.0,4.0,297.0,368.0,414.615,885.7523727603732
12976.0,5.0,287.0,300.0,408.03200000000004,1199.458959126246
12977.0,1.0,10.0,146.0,253.44,486.9243042663878
12978.0,4.0,344.0,364.0,389.31,856.6838634774954
12980.0,11.0,351.0,372.0,737.88,3284.0706314130407
12982.0,6.0,212.0,241.0,275.3833333333333,1167.6475680586311
12986.0,6.0,259.0,322.0,404.3283333333334,1284.2364334520887
12987.0,2.0,268.0,323.0,235.58999999999997,471.13222020376367
12989.0,14.0,305.0,364.0,443.8957142857143,2554.1729504405885
12990.0,3.0,202.0,254.0,143.0,514.6475610498147
12993.0,2.0,214.0,294.0,337.65999999999997,605.9672233896723
12997.0,3.0,218.0,247.0,293.69,782.7768135654662
12998.0,2.0,161.0,288.0,309.94,571.8939979371697
13001.0,19.0,332.0,371.0,709.65,5205.880344369333
13002.0,1.0,18.0,69.0,112.80000000000001,710.538553035109
13004.0,17.0,338.0,359.0,334.6117647058823,2379.0996345604613
13005.0,1.0,26.0,92.0,256.25,761.8216707595672
13008.0,1.0,326.0,358.0,193.35,327.50909451072016
13010.0,1.0,274.0,283.0,153.0,369.5034332425186
13012.0,2.0,163.0,227.0,464.55,883.3568126644698
13013.0,15.0,354.0,360.0,470.55466666666666,2916.273055759587
13015.0,4.0,165.0,238.0,626.125,1680.0103906288284
13018.0,3.0,235.0,283.0,555.5866666666667,1112.4764674216008
13019.0,5.0,354.0,368.0,194.99,597.9919293204
13020.0,1.0,97.0,294.0,170.95000000000002,295.24611145948387
13021.0,7.0,360.0,369.0,291.0214285714286,1000.6447659786933
13024.0,1.0,112.0,217.0,308.04,505.7947069283932
13026.0,3.0,238.0,361.0,140.58,388.85769119605436
13027.0,12.0,303.0,323.0,828.6,4410.386188461328
13029.0,1.0,149.0,158.0,332.09999999999997,687.5452010070633
13031.0,4.0,147.0,189.0,610.2574999999999,1927.6594311103922
13032.0,3.0,68.0,95.0,429.9666666666667,1756.6560769067803
13034.0,1.0,32.0,36.0,165.86,1007.3873936081338
13037.0,7.0,337.0,371.0,388.67,1262.3742126566021
13039.0,3.0,138.0,357.0,282.6433333333334,510.7717668959715
13041.0,3.0,139.0,224.0,180.99,620.4511825579434
13042.0,2.0,134.0,367.0,444.22,534.8052261436001
13044.0,9.0,208.0,335.0,457.34222222222223,1794.6216583014511
13045.0,1.0,85.0,121.0,178.2,635.7359069280093
13047.0,11.0,350.0,358.0,477.39272727272726,2259.575970611291
13048.0,4.0,245.0,316.0,463.425,1081.5441765837904
13049.0,1.0,12.0,36.0,504.0,1480.0822548822578
13050.0,18.0,358.0,359.0,343.32,2566.234845412025
13051.0,1.0,41.0,254.0,80.8,235.596918953216
13052.0,4.0,234.0,289.0,564.8525,1356.8467904309261
13057.0,2.0,101.0,266.0,184.29999999999998,443.74727282688633
13059.0,7.0,205.0,253.0,213.38285714285715,1030.941618469307
13064.0,1.0,41.0,226.0,321.6,390.47708828009445
13065.0,4.0,174.0,182.0,216.87,924.04725639295
13067.0,1.0,37.0,81.0,141.65,711.8674495965263
13069.0,12.0,174.0,178.0,371.1233333333333,3146.3411186208164
13070.0,2.0,273.0,367.0,184.35,379.83280921211053
13073.0,1.0,26.0,72.0,115.2,710.618758833799
13074.0,3.0,212.0,358.0,355.1466666666667,655.8493068248792
13077.0,7.0,362.0,363.0,302.42285714285714,1045.6022079902093
13078.0,30.0,372.0,373.0,542.4726666666667,6169.230013233445
13080.0,2.0,208.0,244.0,76.175,387.998501429821
13081.0,16.0,360.0,366.0,1786.3868750000001,11050.175714277566
13082.0,8.0,293.0,352.0,441.2425,1623.4022296614328
13085.0,2.0,59.0,373.0,683.05,474.5391713797557
13089.0,67.0,369.0,372.0,858.8646268656717,21123.884839520866
13090.0,10.0,129.0,129.0,482.32,4110.986791857163
13092.0,6.0,253.0,302.0,202.39999999999998,791.0911627559091
13093.0,36.0,362.0,370.0,1281.0475,17181.171612363512
13094.0,1.0,21.0,24.0,223.68,1192.7316443479847
13097.0,13.0,350.0,373.0,525.19,2764.6548483612246
13101.0,2.0,183.0,316.0,212.82999999999998,442.7947162114375
13102.0,13.0,217.0,217.0,353.93769230769226,2845.0252978612484
13103.0,1.0,140.0,212.0,342.36,556.9661190848858
13104.0,2.0,238.0,288.0,256.98,534.9992372466683
13107.0,4.0,260.0,308.0,778.7875,1699.582376429186
13108.0,1.0,63.0,70.0,350.06,1042.2906107620765
13110.0,4.0,301.0,373.0,276.505,652.4212234974569
13113.0,13.0,255.0,256.0,450.47999999999996,3167.5882604744834
13115.0,5.0,220.0,234.0,489.084,1656.2113792819353
13117.0,11.0,258.0,258.0,139.15272727272728,1015.1612561366933
13118.0,3.0,63.0,74.0,332.07666666666665,1642.9057561801953
13123.0,1.0,57.0,164.0,151.31,465.6079803824143
13126.0,5.0,281.0,282.0,286.752,955.9934305230083
13129.0,1.0,77.0,164.0,124.5,467.2125331502402
13131.0,2.0,250.0,303.0,794.53,1061.0470291490483
13134.0,1.0,14.0,51.0,407.8,1192.5382400123067
13136.0,4.0,356.0,366.0,779.465,1500.7562981134097
13137.0,7.0,116.0,137.0,460.2485714285714,2833.765104053179
13138.0,1.0,24.0,31.0,193.23,1082.1854046760634
13140.0,2.0,125.0,126.0,269.83,930.3740649388618
13141.0,10.0,345.0,365.0,492.838,2110.1840370658174
13145.0,3.0,227.0,234.0,234.33333333333334,709.6620078553128
13148.0,10.0,343.0,367.0,458.329,1967.2004416546374
13150.0,1.0,146.0,265.0,273.45,423.3565325014614
13151.0,1.0,2.0,262.0,301.5,201.79820834299738
13152.0,6.0,277.0,329.0,277.65166666666664,937.9122071705438
13154.0,2.0,336.0,370.0,643.87,785.2667228100476
13155.0,2.0,123.0,126.0,271.36,932.7280971158307
13156.0,2.0,291.0,311.0,396.31,648.2742465598428
13157.0,3.0,232.0,276.0,1250.98,2223.333716796891
13162.0,11.0,355.0,370.0,626.6363636363636,2830.717376167957
13164.0,1.0,98.0,302.0,96.4,254.79231251270937
13173.0,8.0,362.0,364.0,247.875,981.3684297026786
13174.0,8.0,366.0,370.0,755.9275,2553.9759490155816
13175.0,1.0,153.0,370.0,512.3,391.4528366095339
13178.0,9.0,326.0,358.0,857.2144444444444,3256.2125411230286
13183.0,5.0,241.0,270.0,516.992,1568.3870044585783
13190.0,2.0,188.0,367.0,211.78,385.97732557128325
13192.0,2.0,151.0,321.0,460.86,650.8784453460933
13196.0,2.0,174.0,252.0,535.5450000000001,901.0002236945692
13198.0,1.0,47.0,69.0,751.15,1519.7134711545482
13199.0,24.0,368.0,369.0,269.89708333333334,2602.0237879270167
13201.0,3.0,140.0,277.0,307.9533333333333,710.2369630562384
13202.0,6.0,336.0,365.0,210.01666666666668,706.9612330859679
13203.0,5.0,336.0,357.0,287.77799999999996,803.8662513707116
13206.0,11.0,332.0,367.0,664.5909090909091,3003.8010999099097
13207.0,1.0,161.0,247.0,71.4,339.4056805070191
13208.0,2.0,287.0,371.0,351.74,522.9888415759556
13209.0,4.0,170.0,319.0,590.15,1247.790612175669
13211.0,5.0,352.0,368.0,259.212,727.9051032737697
13213.0,5.0,185.0,203.0,407.078,1565.593998622746
13214.0,6.0,229.0,281.0,269.43333333333334,1027.635240922102
13223.0,3.0,242.0,300.0,196.44000000000003,535.851477087417
13225.0,7.0,301.0,357.0,1195.847142857143,3568.717596541446
13230.0,16.0,266.0,266.0,204.425625,1814.364582936782
13233.0,1.0,274.0,329.0,280.71,388.8962982051481
13234.0,1.0,60.0,367.0,118.10000000000001,158.90219895427023
13238.0,1.0,160.0,225.0,188.9,441.98381874545
13239.0,3.0,65.0,137.0,328.4666666666667,1183.2422205776145
13240.0,3.0,287.0,287.0,306.5233333333333,726.3016447446732
13242.0,3.0,217.0,303.0,104.0,394.0100999710275
13243.0,1.0,182.0,266.0,385.31,501.697836118766
13246.0,4.0,132.0,160.0,310.74,1268.5344989114146
13249.0,5.0,283.0,319.0,164.224,595.4056561201091
13250.0,1.0,42.0,137.0,120.0,493.5722194411242
13252.0,1.0,231.0,260.0,52.4,329.3615642779164
13253.0,1.0,273.0,338.0,946.32,702.2904227023624
13255.0,1.0,139.0,147.0,225.7,625.5648141887815
13258.0,1.0,21.0,35.0,200.39999999999998,1055.2842521599937
13259.0,5.0,301.0,333.0,197.802,650.1747231965984
13262.0,1.0,211.0,235.0,140.75,409.95662628467085
13263.0,3.0,20.0,48.0,286.59,1723.0316743649464
13266.0,6.0,309.0,357.0,334.205,1020.9064946404172
13267.0,13.0,366.0,367.0,379.2476923076923,2077.575625102889
13269.0,8.0,368.0,372.0,417.82875,1493.02009679462
13275.0,1.0,249.0,267.0,61.5,330.15792597650807
13276.0,2.0,245.0,277.0,475.75,789.7545902631705
13277.0,2.0,159.0,174.0,129.0,563.0873563657613
13278.0,2.0,211.0,245.0,297.71500000000003,649.1998328252536
13280.0,2.0,265.0,279.0,514.635,830.1560679821132
13283.0,1.0,73.0,275.0,151.9,284.35116559856004
13285.0,1.0,24.0,259.0,315.17,277.21557090212013
13287.0,2.0,101.0,339.0,258.605,394.04766960092
13288.0,4.0,223.0,301.0,140.4625,504.91586072793484
13291.0,9.0,252.0,301.0,308.9288888888889,1475.4874079269118
13292.0,2.0,111.0,161.0,102.56,542.6349046638454
13293.0,5.0,276.0,303.0,191.268,682.2160859736828
13295.0,2.0,200.0,211.0,297.135,719.7502722781188
13296.0,4.0,154.0,212.0,145.94,658.0171378822733
13297.0,2.0,157.0,177.0,811.1,1555.8299597204953
13299.0,1.0,105.0,163.0,725.02,957.0091083580915
13300.0,1.0,186.0,209.0,598.64,758.5949786348376
13304.0,2.0,214.0,304.0,304.86,556.886857035822
13305.0,6.0,267.0,274.0,223.01166666666666,914.097350690645
13307.0,1.0,105.0,227.0,30.599999999999998,315.21802801299066
13310.0,1.0,22.0,37.0,159.72,979.7546082535268
13313.0,5.0,258.0,372.0,301.22200000000004,790.8784546115668
13316.0,5.0,247.0,274.0,1039.2959999999998,2865.953093059451
13317.0,10.0,341.0,361.0,379.5591,1684.1275953414213
13319.0,23.0,368.0,368.0,461.3195652173913,4156.384829155019
13320.0,1.0,44.0,113.0,372.8,803.740972098077
13324.0,5.0,135.0,198.0,608.2719999999999,2194.1861241070146
13327.0,12.0,356.0,356.0,444.79583333333335,2294.443848194175
13329.0,4.0,369.0,370.0,997.33,1847.655507276608
13330.0,2.0,199.0,289.0,513.3399999999999,793.426908722045
13333.0,2.0,247.0,293.0,426.78000000000003,705.7051105557917
13334.0,1.0,116.0,287.0,1535.31,970.5887576611824
13338.0,2.0,162.0,338.0,600.75,749.9426973737334
13340.0,3.0,238.0,290.0,1772.8466666666666,2931.8917447941785
13346.0,4.0,134.0,231.0,63.375,424.26292731129286
13357.0,2.0,133.0,262.0,827.6700000000001,1165.724538136598
13360.0,3.0,269.0,335.0,283.7,611.9310332384072
13361.0,1.0,145.0,252.0,633.25,648.6292399873556
13362.0,2.0,47.0,60.0,747.435,2461.938954008296
13368.0,1.0,9.0,58.0,35.400000000000006,659.5078302488159
13371.0,1.0,127.0,267.0,1108.65,847.442793753951
13373.0,2.0,318.0,368.0,1763.2600000000002,1770.6213942090333
13374.0,1.0,35.0,84.0,123.2,675.642459656967
13377.0,1.0,249.0,280.0,737.56,698.7177472273243
13381.0,5.0,359.0,373.0,913.5319999999999,2031.4582405924089
13382.0,3.0,303.0,366.0,303.18333333333334,597.6854792663348
13384.0,3.0,110.0,135.0,517.23,1689.3118598375584
13386.0,1.0,23.0,72.0,521.76,1171.3727053082412
13393.0,3.0,149.0,367.0,374.1766666666667,610.4199178435765
13394.0,10.0,359.0,373.0,379.71500000000003,1643.691394567893
13395.0,1.0,21.0,56.0,359.63,1102.1153866330546
13397.0,4.0,251.0,323.0,331.185,825.196004277189
13399.0,2.0,55.0,154.0,87.75,509.2892810128468
